Show,Date,Tickets Sold,Total GBOR,Advance Ticket Price,Artist Fee,Deal,Scan Count,Bar Sales,Bar Sales Per Head,Net Income
The Legwarmers,Fri 8/27/21,750.0,"$15,002.00",$20.00 ,"$10,151.40",60% of GBOR,750.0,"$8,354.00",$11.14,"$7,551.55"
Lettuce,Sun 11/14/21,357.0,"$9,069.00",$25.00 ,"$4,031.40",60% of GBOR,347.0,"$4,857.00",$14.00,"$5,987.25"
Todd Snider,Sat 9/18/21,390.0,"$12,556.00",$32.00 ,"$6,993.00",60% of GBOR,268.0,"$2,901.00",$10.82,"$5,749.99"
Lucero,Sun 10/17/21,474.0,"$10,478.00",$22.00 ,"$5,000.00",$5000 vs 85%,335.0,"$4,844.00",$14.46,"$5,704.56"
The Legwarmers,Sat 8/28/21,501.0,"$10,040.00",$20.00 ,"$6,526.00",60% of GBOR,501.0,"$6,389.00",$12.75,"$5,447.67"
Mipso,Sat 12/4/21,512.0,"$7,784.00",$15.00 ,"$4,220.40",60% of GBOR,404.0,"$4,056.00",$10.04,"$3,955.58"
The Legwarmers,Fri 11/26/21,336.0,"$6,064.00",$18.00 ,"$3,638.40",60% of GBOR,300.0,"$4,811.00",$16.04,"$2,875.62"
Thankful Dead,Wed 11/24/21,340.0,"$4,133.00",$12.00 ,"$2,479.80",60% of GBOR,414.0,"$5,817.00",$14.05,"$2,347.30"
Illiterate Light,Fri 7/23/21,443.0,"$4,331.00",$10.00 ,"$2,000.00",$2000 vs 50%,463.0,"$5,366.00",$11.59,"$1,740.62"
Cody Purvis,Sat 8/14/21,264.0,"$4,839.00",$18.00 ,"$2,903.40",60% of GBOR,264.0,"$4,429.00",$16.78,"$1,700.93"
Spafford,Tue 10/26/21,225.0,"$4,604.00",$20.00 ,"$2,322.53",60% of GBOR,267.0,"$3,483.00",$13.04,$957.45
Muscadine Bloodline,Sat 9/25/21,348.0,"$5,240.00",$15.00 ,"$3,024.00",$2900 vs 60%,127.0,"$1,799.00",$14.17,$920.05
Brent Cobb ,Wed 9/1/21,199.0,"$5,043.00",$25.00 ,"$2,725.80",60% of GBOR,148.0,"$2,418.00",$16.34,$895.69
Steep Canyon Rangers,Fri 11/5/21,239.0,"$6,011.00",$25.00 ,"$3,185.10",60% of GBOR,279.0,"$1,928.00",$6.91,$860.49
TAUK,Sat 10/30/21,178.0,"$3,222.00",$18.00 ,$933.20,60% of GBOR,213.0,"$2,746.00",$12.89,$531.04
Donna The Buffalo,Sat 11/6/21,214.0,"$4,242.00",$20.00 ,"$2,545.20",60% of GBOR,189.0,"$2,808.00",$14.86,$548.78
Kendall St. Company,Fri 9/10/21,193.0,"$3,043.00",$15.00 ,"$1,175.80",60% of GBOR,193.0,"$3,116.00",$16.15,$361.10
Jake Shimabakuro,Sat 11/13/21,151.0,"$4,542.00",$30.00 ,"$2,636.39",60% of GBOR,170.0,$648.57,$3.82,$302.83
Flatland Cavalry,Thu 10/28/21,246.0,"$3,703.00",$15.00 ,"$2,048.00",60% of GBOR,246.0,"$2,901.78",$11.80,$189.25
Colony House,Tue 9/14/21,271.0,"$5,432.00",$20.00 ,"$2,369.70",60% of GBOR,204.0,$672.00,$3.29,$197.74
Disco Risque and Lord Nelson,Fri 7/30/21,194.0,"$2,550.00",$12.00 ,"$1,530.00",60% of GBOR,214.0,"$2,801.00",$13.09,-$84.55
Watkins Family Hour,Wed 9/29/21,188.0,"$6,562.00",$35.00 ,"$5,000.00",$5000 vs 85%,188.0,$852.00,$4.53,-$228.56
Vax to the Future Dance Party,Sat 7/24/21,188.0,"$2,296.00",$12.00 ,"$1,377.60",60% of GBOR,188.0,"$2,165.00",$11.52,-$504.47
Zoso,Fri 9/17/21,158.0,"$2,774.00",$18.00 ,"$1,514.40",60% of GBOR,196.0,"$1,919.00",$9.79,-$528.05
Puddles Pity Party,Wed 12/22/21,229.0,"$8,129.00",$35.00 ,"$6,300.00","$5,000 + 70%",204.0,$974.00,$4.77,-$704.13
Ani Difranco,Fri 9/24/21,357.0,"$13,219.00",$37.00 ,"$13,000.00","$13,000 vs 85%",276.0,"$2,562.00",$9.28,"-$1,012.49"
Circles Around the Sun,Wed 11/10/21,155.0,"$3,208.00",$20.00 ,"$3,000.00",$3000 vs 85%,161.0,"$1,847.00",$11.47,"-$1,203.74"
The 77's,Fri 8/6/21,128.0,"$1,610.00",$12.00 ,"$1,500.00",$1500 vs 85%,158.0,"$2,711.00",$17.16,"-$1,246.79"
Andrew McMahon,Wed 11/17/21,348.0,"$12,196.00",$35.00 ,"$13,750.00","$13,500 vs 85%",384.0,"$2,971.00",$7.74,"-$4,015.36"
Teddy Swims,Sat 11/12/22,800.0,"$24,540.02",$24.99 ,"$15,159.41",$8500 vs 85%,753.0,"$11,099.57",$14.74,"$14,247.46"
Pigeons Playing Ping Pong,Sat 12/3/22,750.0,"$20,625.00",$27.50 ,"$13,909.57",60% of GBOR,750.0,"$12,832.08",$17.11,"$14,017.52"
Dark Star Orchestra,Tue 5/17/22,737.0,"$24,746.00",$33.00 ,"$17,788.70","$16,500 + 70%",737.0,"$11,590.84",$15.73,"$13,477.31"
Warren Zeiders,Thu 10/13/22,750.0,"$15,375.00",$20.50 ,"$8,138.75",$7500 vs 85%,750.0,"$10,797.00",$14.40,"$12,988.10"
Blackberry Smoke,Thu 12/1/22,750.0,"$27,750.00",$37.00 ,"$17,500.00","$17,500 + 70%",684.0,"$11,250.00",$16.45,"$12,737.76"
California Honey Drops,Fri 11/11/22,773.0,"$18,289.00",$23.00 ,"$11,225.35",60% of GBOR,750.0,"$10,724.25",$14.30,"$12,133.97"
49 Winchester,Sat 12/31/22,750.0,"$15,000.00",$20.00 ,"$6,721.56","$3,000 vs 85%",865.0,"$11,250.00",$13.01,"$12,047.92"
Cory Wong,Mon 2/7/22,722.0,"$18,113.00",$25.00 ,"$7,628.43",$5000 + 85%,637.0,"$5,419.00",$8.51,"$11,921.93"
Cadillac Three,Sat 10/22/22,618.0,"$15,382.00",$25.00 ,"$7,621.35",$7000 + 85%,473.0,"$9,876.00",$20.88,"$11,592.73"
Gogol Bordello,Mon 5/9/22,773.0,"$25,524.00",$33.00 ,"$17,000.00",$17000 vs 85%,773.0,"$8,120.90",$10.51,"$11,320.17"
The Disco Biscuits,Sun 10/30/22,699.0,"$30,302.00",$43.00 ,"$25,000.00","$25,000 vs 85%",653.0,"$13,457.00",$20.61,"$11,026.27"
The Front Bottoms,Tue 12/13/22,772.0,"$23,262.50",$29.99 ,"$13,610.63","$12,000 vs 85%",659.0,"$4,802.97",$7.29,"$10,839.31"
Pigeons Playing Ping Pong,Sat 12/3/22,648.0,"$17,622.00",$27.50 ,"$11,040.53",60% of GBOR,648.0,"$9,719.19",$15.00,"$10,516.25"
Lucy Dacus,Fri 2/25/22,770.0,"$19,250.00",$25.00 ,"$10,432.66",$7500 vs 85%,741.0,"$4,761.00",$6.43,"$10,211.21"
The Backseat Lovers,Tue 2/22/22,750.0,"$17,250.00",$23.00 ,"$10,463.34",60% of GBOR,750.0,"$3,737.00",$4.98,"$10,015.96"
Stereolab,Wed 10/12/22,732.0,"$20,586.00",$28.00 ,"$13,860.20","$12,500 + 70% of GBOR",697.0,"$6,037.04",$8.66,"$9,892.16"
Briston Maroney,Wed 9/14/22,775.0,"$15,524.00",$20.00 ,"$8,669.96",60% of GBOR,698.0,"$3,573.00",$5.12,"$9,694.79"
Tommy Emmanuel,Fri 4/15/22,431.0,"$23,717.00",$55.00 ,"$15,424.95","$15,000 vs 85%",383.0,"$2,215.81",$5.79,"$9,542.14"
Railroad Earth,Sat 3/26/22,535.0,"$14,421.50",$27.50 ,"$9,373.98",60% of GBOR,506.0,"$7,488.00",$14.80,"$9,477.06"
The Steel Wheels,Sat 2/19/22,584.0,"$16,487.00",$28.00 ,"$9,652.20",60% of GBOR,536.0,"$5,430.00",$10.13,"$9,399.02"
Sharon Van Etten,Thu 4/21/22,636.0,"$17,818.00",$28.00 ,"$12,000.00","$12,000 vs 85%",501.0,"$4,170.86",$8.33,"$7,943.33"
The Legwarmers,Fri 8/5/22,585.0,"$11,115.00",$19.00 ,"$7,224.75",60% of GBOR,556.0,"$9,132.84",$16.43,"$7,874.75"
The Legwarmers,Fri 3/4/22,510.0,"$9,690.00",$19.00 ,"$6,298.50",60% of GBOR,510.0,"$9,842.00",$19.30,"$6,954.57"
Brent Cobb and Hayes Carl,Sun 10/23/22,378.0,"$12,264.00",$28.00 ,"$7,358.40",60% of GBOR,305.0,"$3,612.00",$11.84,"$6,436.43"
Twiddle,Tue 10/25/22,397.0,"$10,409.00",$26.00 ,"$5,310.32",60% of GBOR,388.0,"$6,114.00",$15.76,"$6,352.93"
Lawrence,Tue 5/3/22,750.0,"$13,375.00",$15.00 ,"$7,806.17",60% of GBOR,625.0,"$4,370.43",$6.99,"$6,245.54"
Penny & Sparrow,Fri 11/4/22,570.0,"$13,140.00",$23.00 ,"$7,460.36",60% of GBOR,497.0,"$2,737.00",$5.51,"$6,039.62"
The Legwarmers,Sat 10/15/22,544.0,"$10,336.00",$19.00 ,"$6,718.40",60% of GBOR,544.0,"$8,160.00",$15.00,"$5,987.99"
Lost Dog Street Band,Sun 9/25/22,399.0,"$10,056.00",$25.00 ,"$4,683.60",60% of GBOR,369.0,"$4,801.86",$13.01,"$5,957.02"
Shovels and Rope,Tue 4/13/21,517.0,"$15,594.00",$30.00 ,"$10,000.00","$10,000 vs 85%",486.0,"$5,303.98",$10.91,"$5,724.63"
The Vegabonds,Fri 4/1/22,458.0,"$7,296.00",$17.00 ,"$4,077.60",60% of GBOR,458.0,"$7,916.82",$17.29,"$5,280.11"
Skip Castro,Fri 12/30/22,363.0,"$10,133.00",$23.00 ,"$6,079.80",60% of GBOR,350.0,"$3,929.29",$11.23,"$5,244.23"
Wild Rivers,Fri 2/11/22,680.0,"$12,136.00",$17.50 ,"$7,131.60",$3765 vs 60% of GBOR,632.0,"$12,136.00",$19.20,"$5,216.33"
Jimmy Vaughan,Sat 7/16/22,347.0,"$12,201.00",$33.00 ,"$7,500.00",$7500 vs 85%,347.0,"$3,064.96",$8.83,"$5,099.01"
Thankful Dead,Wed 11/23/22,555.0,"$6,098.00",$11.00 ,"$3,658.80",60% of GBOR,543.0,"$8,369.00",$15.41,"$5,046.30"
Railroad Earth,Fri 3/25/22,341.0,"$8,976.50",$27.50 ,"$5,385.90",60% of GBOR,340.0,"$5,419.00",$15.94,"$4,987.92"
Andy Frasco,Fri 10/28/22,354.0,"$7,080.00",$20.00 ,"$3,798.00",60% of GBOR,354.0,"$7,619.00",$21.52,"$4,933.33"
Faye Webster,Thu 3/3/22,775.0,"$11,871.00",$16.00 ,"$6,891.15",60% of GBOR,775.0,"$3,937.00",$5.08,"$4,911.47"
Blues Traveler,Sun 3/20/22,514.0,"$17,122.00",$33.00 ,"$15,000.00","$15,000 + 70%",484.0,"$6,475.00",$13.38,"$4,548.30"
The Movement,Sun 2/20/22,441.0,"$8,904.00",$20.00 ,"$2,292.40",60% of GBOR,492.0,"$7,016.00",$14.26,"$4,483.66"
Keller Williams,Sat 11/5/22,337.0,"$8,826.00",$26.00 ,"$4,926.60",60% of GBOR,345.0,"$4,338.00",$12.57,"$4,389.38"
Mat Kearney,Mon 4/25/22,456.0,"$13,700.00",$30.00 ,"$10,750.00","$10,750 vs 85% ",456.0,"$3,338.01",$7.32,"$4,308.49"
Sammy Rae and the Friends,Tue 3/1/22,476.0,"$9,554.00",$20.00 ,"$5,476.00",60% of GBOR,444.0,"$3,357.00",$7.56,"$4,115.37"
Ripe,Sat 2/12/22,476.0,"$7,739.00",$16.00 ,"$3,284.08",60% of GBOR,476.0,"$3,567.00",$7.49,"$3,963.96"
Dan Tyminski,Sat 12/10/22,243.0,"$8,216.00",$31.00 ,"$3,500.00","$3,500 vs 85%",244.0,"$1,810.00",$7.42,"$3,699.06"
Tai Verdes,Wed 10/5/22,524.0,"$12,092.00",$23.00 ,"$8,000.00","$8,000 vs 85% of GBOR",508.0,"$2,389.95",$4.70,"$3,646.99"
Welcome to Nightvale,Mon 3/28/22,314.0,"$10,056.00",$32.00 ,"$5,361.60",60% of GBOR,314.0,$702.00,$2.24,"$3,378.99"
Anderson East,Sun 1/23/22,369.0,"$9,247.00",$25.00 ,"$5,000.00","$5,000 + 85%",272.0,"$3,220.00",$11.84,"$3,366.84"
Jukebox the Ghost,Fri 9/30/22,346.0,"$6,959.00",$20.00 ,"$3,150.00",$3500 vs 85%,300.0,"$2,193.00",$7.31,"$2,790.88"
Chamomille & Whiskey,Sat 11/26/22,366.0,"$4,896.00",$14.00 ,"$2,937.60",60% of GBOR,365.0,"$5,745.50",$15.74,"$2,642.69"
Badfish,Thu 10/27/22,354.0,"$6,619.00",$19.00 ,"$3,567.60",60% of GBOR,309.0,"$4,745.00",$15.36,"$2,547.07"
No Scrubs,Sat 4/30/22,290.0,"$3,402.00",$11.00 ,"$1,500.00",$1500 vs 50% of GBOR,269.0,"$4,314.00",$16.04,"$2,175.29"
Hiss Golden Messenger,Tue 8/30/22,324.0,"$7,035.00",$21.50 ,"$5,000.00",$5000 vs 85%,334.0,"$3,502.00",$10.49,"$2,023.97"
Zoso,Thu 10/20/22,292.0,"$5,074.00",$17.00 ,"$2,894.40",60% of GBOR,301.0,"$3,876.36",$12.88,"$1,746.13"
Soccer Mommy,Mon 3/21/22,450.0,"$9,920.00",$22.00 ,"$7,500.00",$7500 vs 85%,410.0,"$2,401.00",$5.86,"$1,643.53"
Nathan Colberg,Sat 5/21/22,375.0,"$5,310.00",$14.00 ,"$3,186.00",60% of GBOR,293.0,"$2,712.63",$9.26,"$1,478.11"
Albemarle HS Band,Sun 3/13/22,297.0,"$6,450.00",$20.00 ,"$3,870.00",60% of GBOR,298.0,$819.00,$2.75,"$1,331.38"
Mdou Moctor,Sat 2/26/22,347.0,"$6,446.00",$18.00 ,"$5,000.00","$5,000 vs 85%",340.0,"$2,539.00",$7.47,"$1,082.70"
Julian Lage,Wed 12/14/22,376.0,"$7,580.00",$21.00 ,"$4,000.00","$4,000 + 85% of GBOR",349.0,"$2,452.67",$7.03,"$1,046.32"
Too Many Zoos,Tue 4/26/22,248.0,"$4,994.00",$20.00 ,"$5,500.00",$5500 vs 85%,225.0,"$2,611.03",$11.60,"$1,031.73"
The Dip,Thu 9/22/22,218.0,"$4,405.00",$20.00 ,"$2,343.00",60% of GBOR,218.0,"$2,448.80",$11.23,$695.59
Chamomille & Whiskey,Fri 3/18/22,260.0,"$2,900.00",$11.00 ,"$1,740.00",60% of GBOR,260.0,"$4,146.00",$15.95,$403.17
Butcher Brown Band,Fri 9/16/22,222.0,"$3,860.00",$17.00 ,"$2,316.00",60% of GBOR,238.0,"$2,143.85",$9.01,$362.19
Stranger Things Dance Party,Sat 5/28/22,231.0,"$2,656.00",$11.00 ,"$1,593.60",60% of GBOR,231.0,"$3,238.00",$14.02,$257.89
Cody Purvis,Sat 8/20/22,281.0,"$2,529.00",$9.00 ,"$1,014.50",50% of GBOR,281.0,"$4,081.86",$14.53,$238.56
Calexico,Wed 10/19/22,277.0,"$7,816.00",$28.00 ,"$7,000.00","$7,000 + 85% ",257.0,"$2,432.00",$9.46,$176.16
YOLA,Sat 9/17/22,393.0,"$10,819.50",$27.00 ,"$10,000.00","$10,000 vs 85%",320.0,"$3,132.15",$9.79,-$151.04
Xmas Jam,Thu 12/15/22,151.0,"$1,730.00",$11.00 ,$865.00,60% of GBOR,165.0,"$2,265.00",$13.73,-$298.96
PJ Morton,Fri 10/21/22,417.0,"$13,638.00",$32.50 ,"$15,000.00","$15,000 vs 85% of GBOR",382.0,"$2,754.00",$7.21,-$930.59
Pup,Wed 9/21/22,273.0,"$6,815.00",$25.00 ,"$7,500.00",$7500 + 85%,242.0,"$2,095.00",$8.66,"-$2,367.87"
St Lucia,Thu 10/6/22,244.0,"$5,896.00",$24.00 ,"$7,000.00","$7,000 + 85%",220.0,"$2,953.16",$13.42,"-$2,419.02"
Madison Cunningham,Tue 10/18/22,200.0,"$4,024.00",$20.00 ,"$5,000.00",$5000 vs 85%,203.0,"$1,430.00",$7.04,"-$2,498.48"
Whitney,Wed 10/26/22,218.0,"$7,116.50",$32.50 ,"$9,000.00",$9000 vs 85%,218.0,"$1,539.00",$7.06,"-$3,657.70"
Afghan Whigs,Tue 9/20/22,212.0,"$6,398.00",$28.00 ,"$10,000.00","$10,000 vs 85%",271.0,"$2,774.24",$10.24,"-$5,951.85"
Spafford,Thu 1/19/23,375.0,"$6,980.00",$18.00 ,"$3,948.28",60% of GBOR,375.0,"$3,750.00",$10.00,"$1,632.60"
Illiterate Light,Fri 1/27/23,750.0,"$10,500.00",$14.00 ,"$5,850.00",60% of GBOR,750.0,"$7,592.00",$10.12,"$4,929.69"
Railroad Earth,Sat 1/28/23,750.0,"$20,625.00",$27.50 ,"$13,406.25",60% of GBOR,750.0,"$10,859.82",$14.48,"$13,842.80"
Thee Sacred Souls,Tue 1/31/23,532.0,"$12,740.00",$24.50 ,"$5,400.76",$4445 vs 85% ,532.0,"$3,599.74",$6.77,"$7,313.99"
The Stews,Fri 2/10/23,750.0,"$11,120.00",$14.00 ,"$7,228.00",60% of GBOR,750.0,"$7,383.86",$9.85,"$6,282.53"
Indecision,Sat 2/11/23,446.0,"$7,534.00",$17.00 ,"$4,370.00",60% of GBOR,448.0,"$6,736.42",$15.04,"$4,126.38"
Flipturn,Tue 2/14/23,750.0,"$12,000.00",$16.00 ,"$7,637.50",60% of GBOR,720.0,"$3,825.81",$5.31,"$6,454.52"
The Legwarmers,Sat 2/18/23,760.0,"$14,440.00",$19.00 ,"$9,386.00",60% of GBOR,760.0,"$13,515.50",$17.78,"$10,345.28"
Jorma Kaukonen,Fri 2/24/23,444.0,"$18,479.00",$41.00 ,"$12,456.35",$5747.50 vs 60%,419.0,"$3,347.28",$7.99,"$8,052.91"
Big Thief,Sun 2/26/23,775.0,"$25,575.00",$33.00 ,"$16,788.10","$15,000 + 70% ",775.0,"$4,584.72",$5.92,"$9,980.25"
Donna the Buffalo,Fri 3/3/23,445.0,"$10,358.00",$23.00 ,"$6,064.80",60% of GBOR,435.0,"$5,158.26",$11.86,"$5,343.16"
Kings of Thrash,Fri 3/10/23,166.0,"$4,748.00",$28.00 ,"$5,250.00",$5250 vs 85%,171.0,"$2,509.57",$14.68,"-$2,252.43"
The Bodeans,Sat 3/11/23,215.0,"$6,873.00",$28.00 ,"$3,500.00",$3500 + 85%,215.0,"$1,976.47",$9.19,"$2,442.90"
Yo La Tengo,Thu 3/16/23,750.0,"$19,500.00",$26.00 ,"$11,896.71",$7500 vs 85%,691.0,"$6,067.71",$8.78,"$11,407.43"
Chamomille & Whiskey,Fri 3/17/23,365.0,"$4,810.00",$14.00 ,"$2,293.60",60% of GBOR,416.0,"$6,315.83",$15.18,"$2,483.94"
Carbon Leaf,Sat 3/18/23,548.0,"$9,994.00",$18.00 ,"$5,000.00","$5,000 vs 85%",536.0,"$6,026.16",$11.24,"$6,961.36"
Moe,Wed 3/22/23,685.0,"$21,425.00",$31.00 ,"$15,000.00","$15,000 + 70% ",701.0,"$12,290.22",$17.53,"$12,803.46"
Corey Smith,Sat 3/25/23,326.0,"$7,538.00",$23.00 ,"$5,000.00",$5000 vs 85%,306.0,"$8,422.14",$27.52,"$5,075.18"
Iron and Wine,Thu 3/30/23,446.0,"$17,860.00",$45.00 ,"$11,278.68","$10,000 + 70%",375.0,"$3,507.35",$9.35,"$7,685.88"
Marc Broussard,Wed 4/5/23,413.0,"$12,854.00",$33.00 ,"$5,966.41","$5,000 vs 85%",413.0,"$3,963.00",$9.60,"$7,582.00"
Taylor Swift Dance Party,Sat 4/8/23,719.0,"$12,437.00",$18.00 ,"$8,705.90",70% of GBOR,649.0,"$7,215.16",$11.12,"$7,454.06"
Albemarle High School Jazz Band,Sun 4/16/23,349.0,"$7,681.00",$20.00 ,"$4,608.60",60% of GBOR,340.0,"$1,271.52",$3.74,"$2,401.47"
Flatland Cavalry,Fri 4/28/23,775.0,"$13,175.00",$17.00 ,"$8,063.75",60% of GBOR,695.0,"$9,221.26",$13.27,"$9,549.45"
Gimme Gimme Disco,Sun 4/30/23,382.0,"$6,786.00",$16.00 ,"$4,071.60",60% of GBOR,371.0,"$4,359.93",$11.75,"$3,900.60"
Lucinda Williams,Tue 5/2/23,750.0,"$30,000.00",$40.00 ,"$20,825.00","$20,000 vs 85%",700.0,"$5,167.06",$7.38,"$13,413.35"
Josh Ritter,Tue 5/9/23,572.0,"$16,081.00",$28.00 ,"$9,116.41",60% of GBOR,554.0,"$4,596.30",$8.30,"$8,709.78"
The Lone Bellow,Wed 5/24/23,421.0,"$9,734.00",$23.00 ,"$5,540.40",60% of GBOR,398.0,"$3,699.42",$9.30,"$4,578.11"
Rising Appalachia,Thu 5/25/23,750.0,"$15,078.00",$20.00 ,"$9,197.23",60% of GBOR,676.0,"$5,985.08",$8.85,"$8,105.76"
Can't Feel My Face Dance Party,Sat 6/17/23,153.0,"$2,752.00",$16.00 ,"$1,919.40",70% of GBOR,167.0,"$2,945.06",$17.64,$19.53
The Legwarmers,Sat 6/24/23,750.0,"$15,933.00",$21.00 ,"$10,356.45",60% of GBOR,713.0,"$11,956.60",$16.77,"$10,168.89"
Gimme Gimme Disco,Sat 7/8/23,270.0,"$4,392.00",$16.00 ,"$2,575.20",60% of GBOR,260.0,"$3,229.14",$12.42,"$1,601.52"
Hot In Herre Dance Party,Sat 7/22/23,461.0,"$7,466.00",$16.00 ,"$5,219.20",70% of GBOR,447.0,"$8,507.69",$19.03,"$5,233.74"
Crash Test Dummies,Sun 7/23/23,211.0,"$8,951.00",$35.00 ,"$7,500.00","$7,500 vs 85%",180.0,"$1,262.14",$7.01,-$658.35
Rory Scovel,Tue 7/25/23,188.0,"$6,252.00",$33.00 ,"$5,000.00","$5,000 vs 85%",186.0,"$1,466.87",$7.89,$455.24
Taylor Swift Laser Dance Party,Fri 7/28/23,254.0,"$4,752.00",$18.00 ,"$2,956.37",70% of GBOR,257.0,"$3,412.72",$13.28,"$1,382.21"
Drew Pace,Sat 7/29/23,535.0,"$6,871.00",$14.00 ,"$3,747.60",60% of GBOR,420.0,"$9,319.39",$22.19,"$6,089.58"
Alligator,Fri 8/4/23,323.0,"$5,341.00",$17.00 ,"$3,258.60",60% of GBOR,348.0,"$4,647.06",$13.35,"$2,691.84"
Rumours,Sat 8/19/23,644.0,"$14,956.00",$23.00 ,"$8,973.60",60% of GBOR,617.0,"$7,760.32",$12.58,"$9,955.63"
Magic City Hippies,Sun 8/20/23,296.0,"$6,808.00",$23.00 ,"$4,275.20",65% of GBOR,274.0,"$3,828.56",$13.97,"$2,370.00"
The Wailers,Wed 8/30/23,358.0,"$9,544.00",$26.00 ,"$5,000.00","$5,000 vs 85%",409.0,"$4,630.62",$11.32,"$4,981.97"
Black Violin,Fri 9/1/23,466.0,"$18,240.00",$41.50 ,"$12,096.16","$7,500 vs 90%",439.0,"$1,758.75",$4.01,"$2,196.69"
Kendall Street Company,Fri 9/8/23,431.0,"$5,972.50",$14.00 ,"$4,083.50",60% of GBOR,410.0,"$6,311.12",$15.39,"$1,916.97"
Kidd G,Sat 9/9/23,415.0,"$7,505.00",$18.00 ,"$5,000.00","$5,000 vs 85%",394.0,"$4,067.38",$10.32,"$2,528.55"
The 502s,Tue 9/12/23,515.0,"$9,330.00",$18.00 ,"$4,000.00","$4,000 vs 85%",429.0,"$2,895.52",$6.75,"$4,851.87"
Eric Johnson,Wed 9/13/23,335.0,"$12,940.00",$39.50 ,"$7,371.09","$6,000 Plus 85%",292.0,"$2,152.25",$7.37,"$4,592.27"
No Scrubs,Fri 9/15/23,221.0,"$3,486.00",$16.00 ,"$2,433.20",70% of GBOR,211.0,"$3,125.10",$14.81,$824.56
Noah Cyrus,Tue 9/19/23,750.0,"$23,250.00",$31.00 ,"$15,000.00","$15,000 vs 90%",750.0,"$4,505.90",$6.01,"$10,261.88"
The Legwarmers,Fri 9/22/23,370.0,"$7,908.00",$21.00 ,"$4,744.80",60% of GBOR,349.0,"$5,903.60",$16.92,"$3,778.85"
Joy Oladokun,Sat 9/23/23,597.0,"$12,585.00",$20.00 ,"$6,292.80",60% of GBOR,481.0,"$3,545.87",$7.37,"$5,929.27"
Futurebirds,Fri 9/29/23,775.0,"$15,506.00",$20.00 ,"$10,854.20",60% of GBOR,707.0,"$9,671.55",$13.68,"$11,181.32"
Emo Night Brooklin,Fri 10/6/23,177.0,"$2,718.00",$16.00 ,"$1,622.71",60% of GBOR,168.0,"$2,583.22",$15.38,$491.34
The Dirty Knobs ft Mike Campbell,Sat 10/7/23,555.0,"$20,944.50",$37.50 ,"$17,500.00","$17,500 vs 85%",532.0,"$6,477.99",$12.18,"$7,846.44"
Henry Rollins,Sun 10/8/23,321.0,"$11,589.00",$38.00 ,"$5,175.65","$5,000 vs 85%",286.0,"$1,583.35",$5.54,"$6,256.70"
Sun Room,Tue 10/10/23,298.0,"$5,374.00",$18.00 ,"$4,500.00","$4,500 vs 85%",258.0,"$1,102.41",$4.27,-$659.77
George Clanton,Thu 10/12/23,322.0,"$7,760.00",$24.00 ,"$5,000.00","$5,000 vs 85%",298.0,"$2,391.31",$8.02,$494.14
Priscilla Block,Fri 10/13/23,750.0,"$18,000.00",$24.00 ,"$10,328.58","$10,000 vs 85%",642.0,"$9,791.64",$15.25,"$14,144.05"
Papadosio,Sat 10/14/23,329.0,"$7,452.00",$23.00 ,"$3,500.00","3,500 vs 85%",318.0,"$5,094.65",$16.02,"$2,808.27"
Duane Betts + Palmetto Motel,Wed 10/18/23,153.0,"$2,889.00",$18.00 ,"$1,164.52",65% of GBOR,195.0,"$2,508.32",$12.86,$306.86
Southall,Thu 10/19/23,425.0,"$6,462.00",$15.00 ,"$3,251.60","$2,000 vs 65%",353.0,"$6,599.22",$18.69,"$5,052.32"
Full Moon Fever,Fri 10/20/23,283.0,"$4,414.00",$16.00 ,"$2,648.40",60% of GBOR,263.0,"$3,656.44",$13.90,"$1,743.08"
Lovett or Leave it,Sat 10/21/23,439.0,"$20,572.00",$39.00 ,"$11,443.20",60% of GBOR,377.0,"$2,219.38",$5.89,"$9,394.02"
The Happy Fits,Tue 10/24/23,416.0,"$9,580.00",$23.00 ,"$4,500.00","$4,500 vs 85%",375.0,"$2,478.81",$6.61,"$3,126.48"
Gimme Gimme Disco,Fri 10/27/23,284.0,"$4,637.00",$16.00 ,"$2,740.40",60% of GBOR,253.0,"$2,461.56",$9.73,"$8,169.19"
Chris Renzema,Sat 10/28/23,775.0,"$15,500.00",$20.00 ,"$10,075.00",60% of GBOR,704.0,$981.02,$1.39,"$6,638.39"
Rayland Baxter,Sun 10/29/23,317.0,"$7,366.00",$23.00 ,"$5,000.00","$5,000 vs 85%",280.0,"$2,492.98",$8.90,-$24.68
Lucero,Tue 10/31/23,209.0,"$6,715.50",$33.00 ,"$10,000.00","$10,000 vs 85%",206.0,"$4,385.00",$21.29,"-$5,333.31"
Moon Taxi,Wed 11/1/23,377.0,"$12,366.00",$33.00 ,"$6,591.20",70% of GBOR,354.0,"$4,394.64",$12.41,"$4,174.72"
Brent Cobb,Fri 11/3/23,623.0,"$14,459.00",$23.00 ,"$8,161.64",60% of GBOR,532.0,"$8,500.00",$15.98,"$9,923.70"
Shrek Rave,Sat 11/4/23,368.0,"$7,502.00",$15.00 ,"$4,691.40",70% of GBOR,326.0,"$5,974.30",$18.33,"$4,436.92"
Shane Smith & The Saints,Wed 11/8/23,624.0,"$14,392.00",$23.00 ,"$9,090.48",65% of GBOR,543.0,"$10,709.85",$19.72,"$10,681.74"
